month,state,permit,permit_recheck,handgun,long_gun,other,multiple,total_background_checks,private_sale_handgun,private_sale_long_gun,private_sale_other,total_private,returned_handgun,returned_long_gun,returned_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,total_returns
2016-04,California,93023,0,41862,30133,5247,0,170265,0,0,0,0,0,0,0,0,0,0,0
2016-04,Colorado,8900,0,17897,12560,1048,1005,41410,0,0,0,0,201,25,0,0,0,0,226
2016-04,Connecticut,16609,0,11882,3936,229,0,32656,0,0,0,0,0,0,0,0,0,0,0
2016-04,Delaware,848,0,1878,1313,72,62,4173,82,22,3,107,0,0,0,0,1,0,1
2016-04,District of Columbia,11,0,55,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0
2016-04,Florida,27570,0,48697,19716,2788,1596,100367,48,19,1,68,83,13,0,1,0,0,97
2016-04,Georgia,16847,0,13673,6764,385,443,38112,8,4,1,13,0,0,0,1,1,0,2
2016-04,Hawaii,1452,0,0,0,0,0,1452,0,0,0,0,1,0,0,0,0,0,1
2016-04,Idaho,2400,0,3376,3720,179,157,9832,3,2,0,5,13,1,0,0,1,0,15
2016-04,Illinois,117410,0,24894,11132,0,870,154306,0,0,0,0,0,0,0,0,0,0,0
2016-04,Indiana,91355,0,20756,12137,1079,637,125964,24,15,1,40,25,0,2,3,2,0,32
2016-04,Iowa,12650,5,184,2453,27,2,15321,0,2,0,2,19,17,1,0,0,0,37
2016-04,Kansas,1392,8,5785,4540,333,274,12332,1,4,1,6,6,2,1,0,0,0,9
2016-04,Kentucky,285372,0,9657,7070,223,481,302803,17,15,0,32,0,0,0,0,0,0,0
2016-04,Louisiana,2192,0,11703,6552,685,544,21676,4,6,0,10,0,0,0,0,1,0,1
2016-04,Maine,656,0,3970,3254,184,178,8242,3,3,0,6,21,40,0,0,1,0,62
2016-04,Maryland,3361,0,4294,4966,145,19,12785,1,6,0,7,11,12,0,1,3,0,27
2016-04,Massachusetts,7414,0,6227,3009,594,166,17410,38,30,5,73,0,0,0,0,0,0,0
2016-04,Michigan,24885,0,13598,8647,445,189,47764,8,4,0,12,61,19,0,1,0,0,81
2016-04,Minnesota,30337,0,12547,12295,809,469,56457,14,15,1,30,7,2,0,0,0,0,9
2016-04,Mississippi,1416,0,8765,4139,263,341,14924,3,0,1,4,0,0,0,1,0,0,1
2016-04,Missouri,12050,0,19787,12754,970,896,46457,55,52,2,109,141,26,3,4,3,0,177
2016-04,Montana,1771,0,2989,4388,133,201,9482,4,5,1,10,2,4,1,1,1,0,9
2016-04,Nebraska,4353,40,116,1650,18,5,6182,0,2,0,2,8,0,0,0,0,0,8
2016-04,Nevada,2958,0,5135,2793,223,255,11364,0,0,0,0,1,0,0,0,0,0,1
2016-04,New Hampshire,3602,0,5337,3400,139,4,12482,6,4,1,11,88,2,2,0,0,0,92
2016-04,New Jersey,0,0,6887,3331,247,0,10465,0,0,0,0,0,0,0,0,0,0,0
2016-04,New Mexico,1619,0,5311,3967,294,236,11427,4,3,2,9,31,0,0,0,1,0,32
2016-04,New York,4181,0,11281,14660,881,205,31208,320,201,8,529,0,0,0,1,8,1,10
2016-04,North Carolina,27505,0,1250,10280,607,209,39851,3,9,0,12,0,0,0,1,2,0,3
2016-04,North Dakota,765,0,2083,2791,89,113,5841,3,8,0,11,0,0,0,0,0,1,1
2016-04,Ohio,16083,13,32959,17664,1618,1244,69581,27,10,1,38,0,5,0,5,0,0,10
2016-04,Oklahoma,0,0,13132,8302,915,811,23160,24,18,2,44,0,0,0,1,2,0,3
2016-04,Oregon,24,0,13102,9998,0,0,23124,0,0,0,0,0,0,0,0,0,0,0
2016-04,Pennsylvania,24297,0,51472,11628,15,0,87412,0,0,0,0,462,114,0,0,0,0,576
2016-04,Rhode Island,0,0,1149,746,35,138,2068,17,6,2,25,16,5,4,0,0,0,25
2016-04,South Carolina,14347,0,9617,4618,391,270,29243,5,2,0,7,26,8,0,0,1,0,35
2016-04,South Dakota,1114,0,2981,3412,218,175,7900,4,7,0,11,0,0,0,0,1,0,1
2016-04,Tennessee,4151,17650,22965,12049,0,991,57806,0,0,0,0,18,5,8,0,0,0,31
2016-04,Texas,38061,0,45339,27823,2775,2289,116287,48,38,4,90,13,0,2,0,3,0,18
2016-04,Utah,22419,2,3560,3646,230,161,30018,0,0,0,0,111,40,36,0,0,0,187
2016-04,Vermont,0,0,1483,1557,90,82,3212,1,1,0,2,0,0,0,1,1,0,2
2016-04,Virginia,415,0,21709,13235,851,0,36210,0,0,0,0,7,2,0,0,0,0,9
2016-04,Washington,34121,0,15988,9698,1415,538,61760,538,446,37,1021,391,122,6,4,5,2,530
2016-04,West Virginia,2323,0,6908,5417,249,368,15265,19,13,1,33,11,0,0,3,1,0,15
2016-04,Wisconsin,8256,0,15693,13348,673,38,38008,5,9,2,16,23,19,7,0,1,0,50
2016-04,Wyoming,785,0,1764,1952,104,92,4697,1,2,1,4,0,0,0,0,0,0,0
2016-03,Alabama,27829,0,14372,9115,383,580,52279,11,8,1,20,0,0,0,2,0,0,2
2016-03,Alaska,256,0,3171,2750,209,189,6575,6,7,0,13,16,13,0,0,0,0,29
2016-03,Arizona,8078,1628,14387,7907,883,614,33497,15,9,0,24,84,13,0,1,1,0,99
2016-03,Arkansas,7649,564,7603,5448,219,353,21836,23,7,0,30,0,0,0,2,2,0,4
2016-03,California,117206,0,45266,31454,6007,0,199933,0,0,0,0,0,0,0,0,0,0,0
2016-03,Colorado,11129,0,20049,12776,1069,1192,46215,0,0,0,0,174,41,0,0,0,0,215
2016-03,Connecticut,16727,0,13996,4388,198,0,35309,0,0,0,0,0,0,0,0,0,0,0
2016-03,Delaware,690,0,2353,1611,83,87,4824,97,20,2,119,0,0,0,0,0,0,0
2016-03,District of Columbia,5,0,74,6,0,0,85,0,0,0,0,0,0,0,0,0,0,0
2016-03,Florida,34627,0,54164,22000,2874,1748,115413,51,34,1,86,68,13,4,0,0,0,85
2016-03,Georgia,24301,0,18272,8517,467,540,52097,7,3,0,10,0,0,0,0,3,0,3
2016-03,Hawaii,1468,0,0,0,0,0,1468,0,0,0,0,0,1,0,0,0,0,1
2016-03,Idaho,4411,0,3925,4208,227,206,12977,3,1,0,4,14,1,0,2,0,0,17
2016-03,Illinois,132757,0,29052,12971,0,982,175762,0,0,0,0,0,0,0,0,0,0,0
2016-03,Indiana,107510,0,27883,13485,1472,826,151176,47,16,2,65,14,0,0,1,1,0,16
2016-03,Iowa,20031,3,252,3012,25,2,23325,0,2,0,2,14,1,0,0,0,0,15
2016-03,Kansas,1857,0,7683,5368,409,296,15613,7,6,1,14,5,3,0,0,2,0,10
2016-03,Kentucky,294755,0,13816,8391,283,595,317840,21,13,0,34,2,1,0,0,3,0,6
2016-03,Louisiana,1937,0,13738,7553,799,552,24579,11,4,0,15,0,0,0,1,1,0,2
2016-03,Maine,704,0,4725,3320,232,189,9170,2,0,0,2,9,10,0,0,0,0,19
2016-03,Maryland,3898,0,4866,5363,157,13,14297,1,3,0,4,33,9,0,2,0,0,44
2016-03,Massachusetts,9327,0,7019,3275,546,174,20341,47,35,5,87,0,1,0,1,2,0,4
2016-03,Michigan,30175,0,18316,10145,495,223,59354,8,8,0,16,107,26,0,0,1,0,134
2016-03,Minnesota,29378,0,13738,11323,797,442,55678,11,9,1,21,9,2,0,0,0,0,11
2016-03,Mississippi,1740,0,11287,5697,331,369,19424,5,3,1,9,0,0,0,0,1,0,1
2016-03,Missouri,17076,0,27030,15359,1257,1055,61777,64,41,4,109,136,20,5,2,2,0,165
2016-03,Montana,2372,0,3305,4621,150,234,10682,1,4,0,5,1,0,0,2,4,0,7
2016-03,Nebraska,6108,33,132,1944,16,5,8238,1,3,0,4,7,4,1,0,0,0,12
2016-03,Nevada,3373,0,6116,3062,231,295,13077,0,0,0,0,0,0,0,0,0,0,0
2016-03,New Hampshire,4769,0,5912,3506,142,7,14336,6,6,3,15,80,4,1,0,1,1,87
2016-03,New Jersey,0,0,7346,3582,210,0,11138,0,0,0,0,0,0,0,0,0,0,0
2016-03,New Mexico,1165,0,6497,4466,388,302,12818,2,0,0,2,56,0,0,1,0,0,57
2016-03,New York,5302,0,12474,15134,1041,193,34144,366,203,11,580,0,0,0,8,5,3,16
2016-03,North Carolina,34897,0,1494,12263,673,197,49524,2,8,1,11,0,0,1,0,1,0,2
2016-03,North Dakota,1208,0,1945,2711,97,72,6033,5,11,1,17,0,0,0,1,0,0,1
2016-03,Ohio,19568,0,40331,19408,2179,1459,82945,26,8,2,36,0,0,0,3,0,0,3
2016-03,Oklahoma,0,0,14892,8975,958,824,25649,23,21,3,47,0,0,0,4,2,0,6
2016-03,Oregon,69,0,15513,11510,0,0,27092,0,0,0,0,0,0,0,0,0,0,0
2016-03,Pennsylvania,31577,0,60489,12299,0,0,104365,0,0,0,0,506,119,1,0,0,0,626
2016-03,Rhode Island,0,0,1411,858,57,153,2479,24,9,2,35,0,0,0,0,0,0,0
2016-03,South Carolina,17408,0,12312,6138,446,345,36649,3,3,0,6,37,4,1,1,2,0,45
2016-03,South Dakota,1448,0,3451,3588,236,174,8897,1,3,0,4,0,0,0,0,0,0,0
2016-03,Tennessee,2578,5369,27951,14909,0,1099,51906,0,0,0,0,31,6,12,0,0,0,49
2016-03,Texas,48497,0,55547,31794,2985,2444,141267,58,30,3,91,3,0,1,2,2,0,8
2016-03,Utah,21789,8,3772,3883,262,186,29900,0,0,0,0,74,26,20,0,0,0,120
2016-03,Vermont,0,0,1941,1715,118,78,3852,0,3,0,3,0,0,0,1,0,0,1
2016-03,Virginia,828,0,26264,14622,1019,0,42733,0,0,0,0,6,2,0,0,0,0,8
2016-03,Washington,89199,0,19501,10947,1643,615,121905,559,482,28,1069,451,135,4,8,5,2,605
2016-03,West Virginia,3003,0,9481,6336,273,470,19563,11,13,2,26,8,1,1,1,0,0,11
2016-03,Wisconsin,10344,0,18439,14836,807,35,44461,6,11,1,18,36,32,2,0,0,0,70
2016-03,Wyoming,700,0,1995,2026,135,103,4959,3,5,0,8,0,0,0,0,0,0,0
2016-02,Alabama,24746,0,29311,15054,950,1162,71223,17,18,0,35,0,0,0,0,0,0,0
2016-02,Alaska,284,0,3190,2428,218,180,6300,4,12,0,16,17,11,0,1,0,0,29
2016-02,Arizona,4627,70,16820,8782,877,856,32032,11,7,3,21,82,11,0,1,2,1,97
2016-02,Arkansas,4167,358,10532,7028,258,638,22981,7,10,0,17,0,0,0,0,0,0,0
2016-02,California,134211,0,44461,29486,5283,0,213441,0,0,0,0,0,0,0,0,0,0,0
2016-02,Colorado,9004,0,22384,13355,1050,1302,47095,0,0,0,0,164,43,0,0,0,0,207
2016-02,Connecticut,14261,0,13316,4250,275,0,32102,0,0,0,0,0,0,0,0,0,0,0
2016-02,Delaware,415,0,2702,1633,131,94,4975,101,30,4,135,0,0,0,4,1,0,5
2016-02,District of Columbia,14,0,74,7,0,0,95,0,0,0,0,0,0,0,0,0,0,0
2016-02,Florida,33181,0,62770,25228,3069,2138,126386,77,23,0,100,60,9,0,0,0,0,69
2016-02,Georgia,24137,0,24534,10747,565,992,60975,7,8,0,15,0,0,0,1,0,0,1
2016-02,Hawaii,1419,0,0,0,0,0,1419,0,0,0,0,0,5,0,0,0,0,5
2016-02,Idaho,4934,2,4419,4321,242,277,14195,0,3,0,3,6,2,0,0,0,0,8
2016-02,Illinois,125089,0,30241,13543,0,1035,169908,0,0,0,0,0,0,0,0,0,0,0
2016-02,Indiana,170646,0,32373,14947,1625,935,220526,40,21,0,61,12,0,0,4,0,0,16
2016-02,Iowa,20356,3,279,2859,45,7,23549,0,4,1,5,9,5,0,0,0,0,14
2016-02,Kansas,1711,0,9407,6165,433,525,18241,8,5,0,13,6,1,0,1,1,0,9
2016-02,Kentucky,229733,0,19243,10414,404,1137,260931,23,13,0,36,3,2,0,1,2,0,8
2016-02,Louisiana,2686,0,16474,9031,888,773,29852,8,10,1,19,0,0,0,0,1,0,1
2016-02,Maine,438,1,5426,3234,228,161,9488,2,0,0,2,9,6,0,0,0,0,15
2016-02,Maryland,4039,0,4368,5803,163,38,14411,2,4,2,8,22,5,0,1,1,0,29
2016-02,Massachusetts,7944,1,6253,2838,562,169,17767,27,31,6,64,0,0,0,0,0,0,0
2016-02,Michigan,29353,0,19778,10899,543,258,60831,9,2,0,11,74,11,1,0,0,0,86
2016-02,Minnesota,25678,0,12754,9635,793,400,49260,10,7,0,17,22,10,1,1,0,0,34
2016-02,Mississippi,1171,0,15296,7203,308,603,24581,11,11,0,22,0,0,0,0,1,0,1
2016-02,Missouri,13121,0,30802,16707,1404,1455,63489,62,31,2,95,148,14,4,4,5,0,175
2016-02,Montana,2279,0,3779,4151,154,325,10688,5,5,0,10,2,1,0,0,0,0,3
2016-02,Nebraska,6096,69,154,2078,27,11,8435,0,0,0,0,4,4,0,0,0,0,8
2016-02,Nevada,3288,0,6643,3115,244,333,13623,0,0,0,0,0,0,0,0,0,0,0
2016-02,New Hampshire,4044,0,6798,3464,156,5,14467,11,1,1,13,74,2,1,0,1,1,79
2016-02,New Jersey,0,0,6007,3613,191,0,9811,0,0,0,0,0,0,0,0,0,0,0
2016-02,New Mexico,1576,0,7455,5049,393,506,14979,1,2,0,3,40,0,0,1,0,0,41
2016-02,New York,4971,0,11963,15324,1130,203,33591,333,211,12,556,0,0,0,3,5,0,8
2016-02,North Carolina,33753,0,1543,14935,835,432,51498,4,8,0,12,0,0,0,0,0,0,0
2016-02,North Dakota,761,0,2100,2419,99,85,5464,9,48,0,57,0,0,0,0,0,0,0
2016-02,Ohio,16201,0,45459,20745,2196,1873,86474,25,8,1,34,0,0,0,1,0,0,1
2016-02,Oklahoma,0,0,18984,10754,1184,1290,32212,25,21,6,52,0,0,0,0,3,0,3
2016-02,Oregon,88,0,17116,11665,0,0,28869,0,0,0,0,0,0,0,0,0,0,0
2016-02,Pennsylvania,29651,0,61933,11791,0,0,103375,0,0,0,0,553,124,1,0,0,0,678
2016-02,Rhode Island,0,0,1288,848,64,152,2352,17,7,3,27,0,0,0,0,0,0,0
2016-02,South Carolina,12817,0,15746,6847,522,538,36470,10,8,0,18,18,13,0,2,1,0,34
2016-02,South Dakota,1627,0,4170,4009,169,252,10227,3,2,0,5,0,0,0,0,0,0,0
2016-02,Tennessee,12348,0,36439,18121,0,1546,68454,0,0,0,0,26,11,10,0,0,0,47
2016-02,Texas,56900,0,72584,37980,3156,3891,174511,47,44,6,97,1,1,3,4,1,3,13
2016-02,Utah,12927,93,4413,4000,259,220,21912,0,0,0,0,174,56,29,0,0,0,259
2016-02,Vermont,0,0,2273,1681,128,86,4168,2,1,0,3,0,0,0,0,0,0,0
2016-02,Virginia,784,0,30085,15948,1133,0,47950,0,0,0,0,4,1,0,0,0,0,5
2016-02,Washington,15736,0,20583,11991,1832,863,51005,578,422,30,1030,330,119,3,5,15,0,472
2016-02,West Virginia,3527,0,10746,7436,357,757,22823,11,5,1,17,5,3,3,3,2,0,16
2016-02,Wisconsin,9420,0,19465,12431,821,62,42199,5,15,0,20,22,15,2,0,0,0,39
2016-02,Wyoming,551,0,2287,2036,139,150,5163,0,4,0,4,0,0,0,1,1,0,2
2016-01,Alabama,27242,,25445,14785,1266,884,69622,16,15,2,33,0,0,0,0,1,0,1
2016-01,Alaska,192,,2859,2245,300,164,5760,2,0,0,2,13,25,0,0,1,0,39
2016-01,Arizona,3898,,15745,8512,1107,575,29837,10,9,2,21,76,10,0,4,2,0,92
2016-01,Arkansas,3670,,7954,5982,305,340,18251,3,6,1,10,0,0,0,1,0,0,1
2016-01,California,127715,,52139,32970,7054,0,219878,0,0,0,0,0,0,0,0,0,0,0
2016-01,Colorado,8431,,23518,13327,1474,1236,47986,0,0,0,0,176,50,2,0,0,0,228
2016-01,Connecticut,14005,,13096,4366,236,0,31703,0,0,0,0,0,0,0,0,0,0,0
2016-01,Delaware,395,,2548,1608,110,73,4734,89,23,5,117,0,0,0,3,1,0,4
2016-01,District of Columbia,27,,52,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0
2016-01,Florida,28458,,62085,26356,3480,2036,122415,42,15,0,57,45,6,0,0,0,0,51
2016-01,Georgia,30513,,18236,9696,654,564,59663,6,4,1,11,0,0,0,0,0,0,0
2016-01,Hawaii,1379,,0,0,0,0,1379,0,0,0,0,0,4,0,0,0,0,4
2016-01,Idaho,4025,,4221,3820,266,156,12488,1,3,0,4,3,5,0,0,1,0,9
2016-01,Illinois,143606,,32112,12869,0,813,189400,0,0,0,0,0,0,0,0,0,0,0
2016-01,Indiana,183520,,29653,14356,1871,939,230339,33,21,6,60,14,0,1,3,3,0,21
2016-01,Iowa,23600,,292,2600,44,9,26545,0,2,0,2,10,1,0,0,0,0,11
2016-01,Kansas,1787,,9196,6580,586,381,18530,10,7,2,19,0,0,0,2,2,0,4
2016-01,Kentucky,277415,,13847,7713,403,416,299794,13,13,1,27,3,3,0,0,2,0,8
2016-01,Louisiana,2823,,15485,10374,1054,642,30378,0,7,0,7,0,0,0,0,0,0,0
2016-01,Maine,500,,4625,3054,294,152,8625,0,0,0,0,2,6,0,0,0,0,8
2016-01,Maryland,3458,,3981,5541,116,16,13112,1,7,0,8,19,1,0,0,1,1,22
2016-01,Massachusetts,8547,,7211,3500,667,201,20126,41,20,6,67,0,0,0,3,1,0,4
2016-01,Michigan,27885,,17641,9995,670,215,56406,6,0,0,6,50,16,0,0,0,0,66
2016-01,Minnesota,27969,,12426,8624,875,414,50308,14,10,1,25,8,6,0,1,0,0,15
2016-01,Mississippi,1442,,10257,6713,422,365,19199,6,2,0,8,0,0,0,1,2,0,3
2016-01,Missouri,11441,,28980,15693,1942,955,59011,73,36,4,113,94,21,2,0,2,0,119
2016-01,Montana,2240,,3354,3574,191,205,9564,3,1,0,4,13,2,3,1,3,0,22
2016-01,Nebraska,8560,,179,2256,37,13,11045,0,2,0,2,4,1,0,0,0,0,5
2016-01,Nevada,2386,,6064,2835,289,257,11831,0,0,0,0,1,0,0,0,0,0,1
2016-01,New Hampshire,5807,,7146,3591,211,4,16759,25,7,2,34,44,2,0,0,0,0,46
2016-01,New Jersey,0,,4520,4005,158,0,8683,0,0,0,0,0,0,0,0,0,0,0
2016-01,New Mexico,769,,5921,4206,405,288,11589,6,1,0,7,43,0,0,0,1,0,44
2016-01,New York,4535,,12020,15461,1192,200,33408,304,265,23,592,0,0,0,7,11,0,18
2016-01,North Carolina,33032,,1350,12950,920,178,48430,8,10,2,20,0,0,0,0,1,0,1
2016-01,North Dakota,800,,2159,2554,106,81,5700,1,2,0,3,0,0,0,0,0,0,0
2016-01,Ohio,13836,,38028,18613,2460,1322,74259,26,15,1,42,0,0,0,1,2,1,4
2016-01,Oklahoma,0,,18688,10863,1313,889,31753,20,32,7,59,0,0,0,1,1,0,2
2016-01,Oregon,45,,15930,10403,0,0,26378,0,0,0,0,0,0,0,0,0,0,0
2016-01,Pennsylvania,33905,,57355,10224,0,0,101484,0,0,0,0,492,130,1,0,0,0,623
