month,state,permit,permit_recheck,handgun,long_gun,other,multiple,total_background_checks,private_sale_handgun,private_sale_long_gun,private_sale_other,total_private,returned_handgun,returned_long_gun,returned_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,total_returns
2017-07,Maryland,2025,0,3710,3922,172,18,9847,0,18,0,18,24,12,0,1,0,0,37
2017-07,Massachusetts,6185,0,4034,2150,332,118,12819,38,25,11,74,1,0,0,1,1,0,3
2017-07,Michigan,15464,14,9305,7687,339,208,33017,18,6,0,24,68,13,10,0,0,0,91
2017-07,Minnesota,27018,0,5181,7734,430,245,40608,16,13,2,31,11,7,4,1,0,0,23
2017-07,Mississippi,1506,0,5961,3980,247,320,12014,13,5,1,19,0,0,0,0,1,1,2
2017-07,Missouri,716,0,16151,11098,1013,857,29835,66,54,4,124,131,19,2,4,2,1,159
2017-07,Montana,1043,0,2307,3168,137,156,6811,1,3,0,4,18,1,2,0,2,0,23
2017-07,Nebraska,2656,221,97,1204,10,0,4188,0,3,0,3,11,4,0,0,0,0,15
2017-07,Nevada,1805,0,3647,1962,219,223,7856,0,0,0,0,0,0,0,0,0,0,0
2017-07,New Hampshire,1451,0,4228,2427,128,4,8238,0,2,0,2,64,6,0,0,0,0,70
2017-07,New Jersey,0,0,4351,2519,164,0,7034,0,0,0,0,0,0,0,0,0,0,0
2017-07,New Mexico,1009,0,4834,3254,361,228,9686,8,5,1,14,43,0,0,0,0,0,43
2017-07,New York,2315,1053,9212,11301,879,170,24930,356,187,16,559,21,17,0,9,3,1,51
2017-07,North Carolina,20102,0,1059,9316,551,180,31208,7,18,1,26,0,0,0,1,2,0,3
2017-07,North Dakota,496,0,1286,2030,85,62,3959,4,8,2,14,0,0,0,0,0,0,0
2017-07,Ohio,9440,852,20990,14131,1227,959,47599,31,22,1,54,12,4,0,2,1,1,20
2017-07,Oklahoma,0,0,9377,6698,882,668,17625,37,41,3,81,0,0,0,1,0,0,1
2017-07,Oregon,3998,43,11160,7877,0,1,23079,0,0,0,0,109,51,0,0,0,0,160
2017-07,Pennsylvania,23669,0,37329,11694,159,0,72851,0,0,0,0,525,86,4,0,0,0,615
2017-07,Rhode Island,0,0,836,593,64,129,1622,5,3,2,10,3,3,1,0,2,0,9
2017-07,South Carolina,11585,664,7458,4622,405,327,25061,14,8,0,22,37,7,0,0,0,0,44
2017-07,South Dakota,1138,0,1926,2355,200,99,5718,3,7,0,10,0,0,0,0,0,0,0
2017-07,Tennessee,19766,0,20279,11425,1125,0,52595,0,0,0,0,38,5,5,0,0,0,48
2017-07,Texas,19006,0,36913,27245,2653,2193,88010,67,45,9,121,74,3,0,1,3,0,81
2017-07,Utah,11902,29,2562,2546,202,0,17241,0,0,0,0,102,25,19,0,0,0,146
2017-07,Vermont,0,0,1127,1012,87,47,2273,0,0,0,0,0,0,0,0,0,0,0
2017-07,Virginia,1139,0,20688,13381,971,0,36179,0,0,0,0,4,0,0,0,0,0,4
2017-07,Washington,10910,58,12872,8636,1503,565,34544,708,502,36,1246,383,105,6,7,5,0,506
2017-07,West Virginia,1798,0,4860,4535,231,328,11752,24,14,0,38,2,1,3,0,0,0,6
2017-07,Wisconsin,10275,0,11537,9946,585,44,32387,0,14,0,14,36,18,3,0,0,0,57
2017-07,Wyoming,279,9,1231,1395,82,77,3073,2,3,0,5,0,0,0,0,0,0,0
2017-06,Alabama,19508,89,8275,4782,254,334,33242,16,9,0,25,0,0,0,1,1,1,3
2017-06,Alaska,242,2,2909,2254,225,190,5822,19,22,0,41,18,28,1,0,1,0,48
2017-06,Arizona,6505,157,11507,6726,947,606,26448,31,14,10,55,97,7,0,0,1,0,105
2017-06,Arkansas,3033,778,5634,4070,190,292,13997,15,12,0,27,0,0,0,0,1,0,1
2017-06,California,60142,0,42726,23807,2763,0,129438,0,0,0,0,0,0,0,0,0,0,0
2017-06,Colorado,4920,0,17781,11298,1151,1038,36188,0,0,0,0,231,40,0,0,0,0,271
2017-06,Connecticut,8290,0,6203,1765,243,0,16501,2,0,0,2,0,0,0,0,0,0,0
2017-06,Delaware,533,0,1724,1082,74,66,3479,60,28,3,91,0,0,0,1,0,0,1
2017-06,District of Columbia,17,0,52,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0
2017-06,Florida,18831,0,52114,19380,3260,2012,95597,12,6,1,19,316,42,2,0,0,2,362
2017-06,Georgia,15591,0,13617,6474,394,497,36573,19,12,2,33,0,0,0,0,0,0,0
2017-06,Hawaii,1082,0,0,0,0,0,1082,0,0,0,0,1,0,0,0,0,0,1
2017-06,Idaho,11559,3,3645,3698,184,184,19273,8,8,2,18,40,10,0,0,1,0,51
2017-06,Illinois,14883,67331,21394,9491,0,790,113889,0,0,0,0,0,0,0,0,0,0,0
2017-06,Indiana,19163,0,18351,9706,1093,528,48841,60,31,4,95,8,0,1,2,0,0,11
2017-06,Iowa,5638,856,98,1641,36,3,8272,1,6,0,7,16,4,0,0,0,0,20
2017-06,Kansas,2400,5,5625,3788,355,280,12453,9,19,0,28,21,6,0,0,1,0,28
2017-06,Kentucky,373842,0,8765,5223,265,469,388564,31,17,0,48,4,2,0,0,0,0,6
2017-06,Louisiana,2011,0,11706,6324,859,540,21440,20,15,0,35,0,0,0,2,0,0,2
2017-06,Maine,567,0,3064,2188,210,155,6184,11,4,0,15,5,10,1,0,0,0,16
2017-06,Maryland,2477,0,3968,3963,250,19,10677,0,9,2,11,53,17,0,3,0,4,77
2017-06,Massachusetts,7347,0,5612,2287,329,149,15724,60,29,14,103,0,1,0,1,0,0,2
2017-06,Michigan,17225,10,11170,7578,463,200,36646,20,11,1,32,99,33,0,0,1,0,133
2017-06,Minnesota,29559,0,6258,7505,515,286,44123,18,33,1,52,19,11,1,0,2,0,33
2017-06,Mississippi,1783,0,7987,4029,268,382,14449,6,12,0,18,0,0,0,0,0,0,0
2017-06,Missouri,730,0,19459,11470,1200,935,33794,70,51,10,131,154,16,0,1,3,1,175
2017-06,Montana,1518,0,3026,3727,162,212,8645,3,8,0,11,13,0,1,1,1,1,17
2017-06,Nebraska,2799,14,99,1261,22,2,4197,0,5,0,5,5,4,0,0,0,0,9
2017-06,Nevada,2895,0,4449,2337,242,219,10142,0,0,0,0,0,0,0,0,0,0,0
2017-06,New Hampshire,1659,0,4836,2412,164,2,9073,0,8,0,8,62,10,4,0,0,0,76
2017-06,New Jersey,0,0,5022,2586,182,0,7790,0,0,0,0,0,0,0,0,0,0,0
2017-06,New Mexico,1140,0,5152,3486,421,261,10460,7,2,0,9,49,0,0,0,2,1,52
2017-06,New York,2602,1082,10784,11309,921,196,26894,399,273,18,690,14,30,1,8,2,2,57
2017-06,North Carolina,23048,0,1581,9570,558,228,34985,13,27,3,43,0,0,0,1,1,0,2
2017-06,North Dakota,1159,0,1426,1942,97,59,4683,9,8,4,21,0,0,0,0,0,2,2
2017-06,Ohio,11147,347,23703,13536,1324,973,51030,40,23,2,65,16,4,0,4,0,2,26
2017-06,Oklahoma,0,0,11872,7459,942,778,21051,33,43,7,83,0,0,0,1,1,0,2
2017-06,Oregon,4087,42,13632,9218,0,1,26980,0,0,0,0,85,38,0,0,0,0,123
2017-06,Pennsylvania,22674,0,41408,11117,200,0,75399,0,0,0,0,497,102,0,0,0,0,599
2017-06,Rhode Island,0,0,1053,592,65,151,1861,20,7,0,27,0,1,1,1,3,0,6
2017-06,South Carolina,13761,578,11431,4533,473,445,31221,15,7,3,25,55,3,1,0,0,1,60
2017-06,South Dakota,1266,0,2215,2458,244,142,6325,6,12,3,21,0,0,0,1,0,0,1
2017-06,Tennessee,16722,0,23369,11558,1237,0,52886,0,0,0,0,56,8,9,0,0,0,73
2017-06,Texas,23877,0,48895,29119,3000,2307,107198,55,44,10,109,76,6,0,2,7,1,92
2017-06,Utah,14721,39,3307,2989,208,0,21264,0,0,0,0,150,53,35,0,0,0,238
2017-06,Vermont,0,0,1296,973,71,41,2381,0,0,0,0,0,0,0,0,0,0,0
2017-06,Virginia,728,0,22416,12706,959,0,36809,0,0,0,0,20,9,0,0,0,0,29
2017-06,Washington,12964,49,16674,9805,1694,604,41790,763,574,33,1370,482,112,7,15,9,0,625
2017-06,West Virginia,1889,0,5409,4165,229,328,12020,26,18,0,44,16,0,3,0,0,0,19
2017-06,Wisconsin,11645,0,13463,9959,640,41,35748,0,13,0,13,48,19,2,0,0,0,69
2017-06,Wyoming,350,16,1520,1544,107,85,3622,7,2,0,9,0,0,0,0,0,0,0
2017-05,Alabama,18538,313,7198,4559,254,309,31171,12,11,1,24,0,0,0,0,1,1,2
2017-05,Alaska,247,0,2851,2459,216,170,5943,39,34,2,75,24,23,0,1,0,1,49
2017-05,Arizona,6628,136,12002,6555,951,621,26893,32,13,4,49,98,7,0,1,1,0,107
2017-05,Arkansas,4137,666,5181,3981,217,275,14457,11,17,1,29,0,0,0,0,2,0,2
2017-05,California,58722,0,42442,24495,2760,0,128419,0,0,0,0,0,0,0,0,0,0,0
2017-05,Colorado,5408,0,17085,11165,1102,988,35748,0,0,0,0,211,49,0,0,0,0,260
2017-05,Connecticut,8101,0,5951,1862,222,0,16136,0,0,0,0,0,0,0,0,0,0,0
2017-05,Delaware,863,0,1752,1087,69,72,3843,58,22,1,81,0,0,0,0,0,1,1
2017-05,District of Columbia,10,0,66,4,0,2,82,0,0,0,0,0,0,0,0,0,0,0
2017-05,Florida,19014,0,49700,18476,3001,1907,92098,10,3,0,13,356,52,0,1,0,0,409
2017-05,Georgia,14860,0,12163,6211,406,442,34082,14,11,0,25,1,0,0,0,2,0,3
2017-05,Hawaii,1114,0,0,0,0,0,1114,0,0,0,0,0,3,0,0,0,0,3
2017-05,Idaho,4933,5,3267,3699,194,181,12279,15,15,2,32,23,10,0,0,1,0,34
2017-05,Illinois,14857,74619,22244,9252,0,774,121746,0,0,0,0,0,0,0,0,0,0,0
2017-05,Indiana,24235,0,18110,9483,1060,618,53506,65,26,5,96,18,0,0,3,1,2,24
2017-05,Iowa,6872,1268,196,1759,53,3,10151,0,2,0,2,26,7,0,0,0,0,33
2017-05,Kansas,1933,3,5022,3818,369,295,11440,9,8,1,18,20,3,0,0,1,0,24
2017-05,Kentucky,374078,0,8690,5378,223,433,388802,17,9,1,27,4,2,0,1,2,0,9
2017-05,Louisiana,1574,0,10362,6302,731,544,19513,30,10,1,41,0,0,0,0,3,1,4
2017-05,Maine,751,0,3236,2540,224,184,6935,7,5,0,12,8,4,0,0,1,0,13
2017-05,Maryland,2378,0,4539,4244,212,30,11403,0,10,1,11,41,19,0,0,1,0,61
2017-05,Massachusetts,8372,1,5100,2526,359,164,16522,56,45,11,112,3,0,0,1,2,0,6
2017-05,Michigan,20040,18,10483,7055,402,191,38189,21,9,2,32,76,13,0,2,1,0,92
2017-05,Minnesota,38515,0,7916,7597,631,327,54986,11,14,0,25,10,14,0,0,1,0,25
2017-05,Mississippi,1743,0,7002,3938,277,326,13286,8,12,2,22,0,0,0,0,0,1,1
2017-05,Missouri,685,0,18290,11468,1067,857,32367,72,27,8,107,174,41,2,1,0,1,219
2017-05,Montana,1460,0,2660,3762,170,199,8251,6,11,1,18,43,16,1,2,4,2,68
2017-05,Nebraska,3517,37,109,1256,23,5,4947,0,3,0,3,9,4,0,0,0,0,13
2017-05,Nevada,2017,0,4630,2288,242,234,9411,0,0,0,0,0,0,0,0,0,0,0
2017-05,New Hampshire,1503,0,4614,2472,158,5,8752,0,4,0,4,63,1,3,0,0,0,67
2017-05,New Jersey,0,0,5569,2931,194,0,8694,0,0,0,0,0,0,0,0,0,0,0
2017-05,New Mexico,1183,0,5204,3381,394,263,10425,7,10,0,17,48,0,0,0,1,0,49
2017-05,New York,3224,1622,11633,12857,957,183,30476,443,247,22,712,14,36,0,7,7,0,64
2017-05,North Carolina,24726,0,1363,9129,673,206,36097,6,34,1,41,0,0,0,0,0,1,1
2017-05,North Dakota,1017,0,1413,1866,95,57,4448,5,9,0,14,0,0,0,0,0,0,0
2017-05,Ohio,13712,66,25230,12924,1375,1059,54366,36,23,0,59,26,4,0,0,0,0,30
2017-05,Oklahoma,0,0,10599,7270,897,728,19494,34,29,2,65,0,0,0,2,0,1,3
2017-05,Oregon,3978,8,13261,9115,0,3,26365,0,0,0,0,72,28,0,0,0,0,100
2017-05,Pennsylvania,24962,0,42646,11123,157,0,78888,0,0,0,0,504,91,0,0,0,0,595
2017-05,Rhode Island,0,0,1048,541,82,182,1853,11,8,0,19,2,1,1,2,1,0,7
2017-05,South Carolina,14550,525,9258,4234,494,617,29678,7,4,1,12,68,5,0,1,0,2,76
2017-05,South Dakota,1331,0,2369,2578,253,145,6676,7,12,2,21,0,0,0,1,0,0,1
2017-05,Tennessee,23584,0,22198,10745,1187,0,57714,0,0,0,0,39,7,3,0,0,0,49
2017-05,Texas,24168,0,42366,27991,2991,2226,99742,55,39,8,102,65,5,0,3,2,2,77
2017-05,Utah,16351,56,3204,3144,214,0,22969,0,0,0,0,211,87,63,0,0,0,361
2017-05,Vermont,0,0,1306,1132,83,49,2570,2,0,0,2,0,0,0,0,0,0,0
2017-05,Virginia,1148,0,21697,12181,969,0,35995,0,0,0,0,7,5,0,0,0,0,12
2017-05,Washington,14176,42,15915,9682,1617,584,42016,722,500,24,1246,443,114,8,10,7,0,582
2017-05,West Virginia,2141,0,5818,4329,262,321,12871,22,16,0,38,4,1,4,0,1,3,13
2017-05,Wisconsin,13117,0,14070,9467,709,58,37421,0,5,0,5,38,23,5,0,0,0,66
2017-05,Wyoming,435,19,1589,1578,101,91,3813,4,7,1,12,0,0,0,0,0,0,0
2017-04,Alabama,17958,340,7131,4724,229,261,30643,12,11,1,24,0,0,0,1,2,0,3
2017-04,Alaska,289,0,2997,2840,221,233,6580,4,6,2,12,26,13,0,0,0,0,39
2017-04,Arizona,7385,127,13302,7485,1109,658,30066,25,14,1,40,82,11,0,3,2,1,99
2017-04,Arkansas,3158,777,5670,4226,191,287,14309,14,15,1,30,0,0,0,1,1,0,2
2017-04,California,58147,0,45182,24898,3104,0,131331,0,0,0,0,0,0,0,0,0,0,0
2017-04,Colorado,5576,0,19453,12407,1268,1068,39772,0,0,0,0,177,37,3,0,0,0,217
2017-04,Connecticut,7557,0,6557,2063,178,0,16355,0,0,0,0,0,0,0,0,0,0,0
2017-04,Delaware,689,0,2017,1249,90,89,4134,65,31,3,99,0,0,0,0,1,0,1
2017-04,District of Columbia,35,0,68,1,0,0,104,0,0,0,0,0,0,0,0,0,0,0
2017-04,Florida,22072,0,52889,19489,3290,1840,99580,8,4,0,12,269,38,1,0,0,0,308
2017-04,Georgia,14464,0,13202,6567,463,421,35117,21,4,1,26,1,0,0,0,0,0,1
2017-04,Hawaii,885,0,0,0,0,0,885,0,0,0,0,3,0,0,0,0,0,3
2017-04,Idaho,6062,2,3874,4039,196,160,14333,10,29,1,40,25,10,2,4,3,1,45
2017-04,Illinois,15405,83427,25414,10416,0,845,135507,0,0,0,0,0,0,0,0,0,0,0
2017-04,Indiana,27978,0,21454,11390,1158,677,62657,59,24,4,87,12,0,0,1,2,0,15
2017-04,Iowa,9542,724,252,2348,56,3,12925,1,13,0,14,35,8,1,0,0,0,44
2017-04,Kansas,3189,3,5901,4435,402,308,14238,18,9,9,36,14,8,0,0,1,0,23
2017-04,Kentucky,372852,0,9858,6519,257,433,389919,20,21,0,41,13,7,0,0,0,0,20
2017-04,Louisiana,2387,0,10551,6161,797,492,20388,19,17,0,36,0,0,0,1,0,0,1
2017-04,Maine,557,0,3816,3073,242,183,7871,8,4,0,12,11,13,0,1,0,0,25
2017-04,Maryland,3126,0,4435,5128,227,24,12940,0,13,1,14,30,13,0,0,1,3,47
2017-04,Massachusetts,7867,0,6540,2717,411,194,17729,78,34,11,123,0,0,0,0,2,3,5
2017-04,Michigan,19168,20,12478,9139,524,246,41575,24,20,1,45,63,10,1,0,0,0,74
2017-04,Minnesota,44204,0,13074,12144,885,540,70847,38,35,1,74,16,6,0,2,1,0,25
2017-04,Mississippi,1758,0,7952,4359,245,294,14608,9,3,0,12,0,0,0,0,0,0,0
2017-04,Missouri,815,0,20328,14124,1233,998,37498,70,61,5,136,172,5,2,1,0,0,180
2017-04,Montana,1494,0,3014,4246,162,219,9135,6,9,0,15,13,2,5,1,0,0,21
2017-04,Nebraska,3869,8,126,1648,15,4,5670,0,7,0,7,13,3,0,0,0,0,16
2017-04,Nevada,2016,0,4890,2747,243,287,10183,0,0,0,0,0,0,0,0,0,0,0
2017-04,New Hampshire,1706,0,5658,3121,165,9,10659,0,9,0,9,79,5,5,0,0,0,89
2017-04,New Jersey,0,0,5722,3201,196,0,9119,0,0,0,0,0,0,0,0,0,0,0
2017-04,New Mexico,1350,0,5665,4023,502,267,11807,5,11,2,18,51,0,0,0,0,0,51
2017-04,New York,2879,1523,11913,14591,1111,204,32221,428,306,32,766,9,33,0,7,15,1,65
2017-04,North Carolina,24568,0,1471,9870,678,185,36772,11,29,0,40,0,0,0,1,2,1,4
2017-04,North Dakota,1434,0,2209,2492,107,99,6341,5,13,1,19,0,0,0,0,0,0,0
2017-04,Ohio,14485,59,31417,16030,1580,1209,64780,48,31,0,79,24,10,2,4,3,0,43
2017-04,Oklahoma,0,0,13317,9111,1159,862,24449,37,30,3,70,0,0,0,2,1,1,4
2017-04,Oregon,1830,13,15122,10896,0,2,27863,0,0,0,0,46,26,0,0,0,0,72
2017-04,Pennsylvania,24949,0,48255,11877,97,0,85178,0,0,0,0,459,89,0,0,0,0,548
2017-04,Rhode Island,0,0,1146,673,82,200,2101,13,4,0,17,2,0,1,0,3,0,6
2017-04,South Carolina,12113,987,9548,4420,515,1159,28742,10,6,0,16,52,1,2,2,2,2,61
2017-04,South Dakota,1191,0,2896,3008,308,148,7551,4,7,0,11,0,0,0,1,0,0,1
2017-04,Tennessee,22073,0,23031,11521,1164,0,57789,0,0,0,0,48,6,9,0,0,0,63
2017-04,Texas,21593,0,44994,28015,3098,2442,100142,62,40,8,110,61,5,0,3,2,0,71
2017-04,Utah,14872,54,3917,3302,226,0,22371,0,0,0,0,145,61,30,0,0,0,236
2017-04,Vermont,0,0,1855,1720,124,105,3804,8,1,0,9,0,0,0,0,0,0,0
2017-04,Virginia,1074,0,29480,16844,1227,0,48625,0,0,0,0,6,0,0,0,0,0,6
2017-04,Washington,13564,59,17120,10659,1750,630,43782,845,605,30,1480,438,162,6,6,8,1,621
2017-04,West Virginia,2267,0,6723,5263,257,365,14875,31,20,1,52,4,0,0,0,1,0,5
2017-04,Wisconsin,14511,0,16700,13302,873,46,45432,0,24,0,24,27,11,2,0,0,0,40
2017-04,Wyoming,382,35,1633,1711,108,85,3954,2,2,1,5,0,0,0,0,0,0,0
2017-03,Alabama,27666,0,10603,6951,313,387,45920,15,7,0,22,0,0,0,0,0,1,1
2017-03,Alaska,362,0,3067,2640,242,184,6495,5,9,0,14,21,17,0,0,0,0,38
2017-03,Arizona,9556,92,14897,9036,1120,738,35439,17,15,0,32,117,10,0,0,0,0,127
2017-03,Arkansas,4775,740,7907,6010,281,454,20167,23,7,2,32,0,0,0,0,0,1,1
2017-03,California,65892,0,48732,27839,3032,0,145495,0,0,0,0,0,0,0,0,0,0,0
2017-03,Colorado,7030,0,21249,14378,1528,1181,45366,0,0,0,0,231,48,0,0,0,0,279
2017-03,Connecticut,8575,0,7476,2551,182,0,18784,0,0,0,0,0,0,0,0,0,0,0
2017-03,Delaware,835,0,2557,1677,95,110,5274,102,39,2,143,0,0,0,0,0,0,0
2017-03,District of Columbia,24,0,83,3,0,1,111,0,0,0,0,0,0,0,0,0,0,0
2017-03,Florida,26986,0,60787,23982,3609,2176,117540,14,6,0,20,326,45,3,0,0,0,374
2017-03,Georgia,23394,0,19256,9518,533,676,53377,24,14,1,39,0,0,0,0,1,0,1
2017-03,Hawaii,1086,0,0,0,0,0,1086,0,0,0,0,3,0,0,0,0,0,3
2017-03,Idaho,5620,0,4500,4944,289,243,15596,10,13,0,23,39,5,0,0,3,1,48
2017-03,Illinois,911,116681,30518,14411,0,1207,163728,0,0,0,0,0,0,0,0,0,0,0
2017-03,Indiana,33324,0,28593,14363,1575,793,78648,74,46,2,122,21,0,0,5,3,0,29
2017-03,Iowa,16295,74,316,3137,62,4,19888,0,12,0,12,31,10,1,0,0,0,42
2017-03,Kansas,2492,8,7712,5522,558,360,16652,13,17,8,38,30,18,2,1,0,0,51
2017-03,Kentucky,370113,0,13769,8992,347,645,393866,27,33,0,60,9,3,0,1,1,1,15
2017-03,Louisiana,2963,0,13973,8092,988,762,26778,27,25,2,54,0,0,0,1,0,2,3
2017-03,Maine,949,0,4558,3286,305,197,9295,7,6,0,13,12,11,0,1,1,0,25
2017-03,Maryland,4056,0,5398,5737,292,21,15504,0,14,3,17,36,13,0,0,1,1,51
2017-03,Massachusetts,9541,0,7274,3421,464,185,20885,90,50,8,148,0,0,0,3,0,0,3
2017-03,Michigan,25819,20,16031,11103,617,273,53863,26,17,3,46,149,15,0,1,0,0,165
2017-03,Minnesota,48301,0,14029,12988,1131,518,76967,38,26,3,67,12,7,3,1,0,0,23
2017-03,Mississippi,2558,0,11586,6508,344,465,21461,13,8,0,21,0,0,0,0,0,1,1
2017-03,Missouri,1253,0,27625,17931,1537,1286,49632,81,73,8,162,127,16,2,2,1,1,149
2017-03,Montana,2182,0,3615,4584,299,281,10961,15,5,2,22,18,4,1,1,1,0,25
2017-03,Nebraska,5011,35,176,1984,24,7,7237,0,3,0,3,14,2,0,0,0,0,16
2017-03,Nevada,3754,0,6038,3219,298,301,13610,0,0,0,0,1,0,0,0,0,0,1
2017-03,New Hampshire,2480,0,7278,3462,227,3,13450,0,12,0,12,47,3,5,0,0,0,55
2017-03,New Jersey,0,0,6871,3864,258,0,10993,0,0,0,0,0,0,0,0,0,0,0
2017-03,New Mexico,1467,0,6752,4571,524,374,13688,14,9,3,26,41,0,0,0,0,0,41
2017-03,New York,3138,1635,12788,15591,1245,204,34601,528,323,32,883,23,26,0,6,12,1,68
2017-03,North Carolina,34178,0,1669,13837,875,261,50820,13,35,2,50,1,0,0,1,2,2,6
2017-03,North Dakota,1614,0,2013,2371,124,70,6192,4,7,0,11,0,0,0,0,1,0,1
2017-03,Ohio,17130,118,37474,19925,2384,1481,78512,65,28,3,96,14,2,1,4,2,1,24
2017-03,Oklahoma,0,0,14157,10065,1118,977,26317,109,51,5,165,0,0,0,1,1,0,2
2017-03,Oregon,1638,1,17177,13521,0,0,32337,0,0,0,0,53,28,0,0,0,0,81
2017-03,Pennsylvania,32238,0,61207,15836,86,0,109367,0,0,0,0,586,116,1,0,0,0,703
2017-03,Rhode Island,0,0,1424,791,83,223,2521,7,9,0,16,0,0,3,2,0,0,5
2017-03,South Carolina,19015,599,13284,6749,680,691,41018,17,8,4,29,46,5,0,0,0,0,51
2017-03,South Dakota,1773,0,3361,3686,342,238,9400,4,10,0,14,0,0,0,0,0,0,0
2017-03,Tennessee,27766,0,29369,15922,1526,0,74583,0,0,0,0,53,4,15,0,0,0,72
2017-03,Texas,33412,0,55983,34308,3702,2846,130251,78,66,1,145,84,7,0,6,5,1,103
2017-03,Utah,17259,23,4401,4010,284,0,25977,0,0,0,0,155,54,42,0,0,0,251
2017-03,Vermont,0,0,2007,1793,125,109,4034,7,3,0,10,0,0,0,0,0,0,0
2017-03,Virginia,529,0,29873,17754,1193,0,49349,0,0,0,0,15,4,0,0,0,0,19
2017-03,Washington,16813,47,20308,12740,2224,735,52867,1017,777,58,1852,511,115,15,9,9,4,663
2017-03,West Virginia,2951,0,8887,6616,324,523,19301,39,27,1,67,10,0,0,0,0,0,10
2017-03,Wisconsin,20393,0,19864,16763,1105,41,58166,0,29,0,29,52,28,1,0,0,0,81
2017-03,Wyoming,534,32,2017,2038,134,124,4879,11,2,0,13,0,0,0,0,0,0,0
2017-02,Alabama,23900,2,10739,7028,291,505,42465,9,15,2,26,0,0,0,0,1,0,1
2017-02,Alaska,137,0,2857,2102,191,180,5467,7,6,1,14,13,9,0,0,0,0,22
2017-02,Arizona,7938,124,15642,8881,984,821,34390,14,13,2,29,73,8,0,2,0,1,84
2017-02,Arkansas,3220,571,7974,5938,237,590,18530,9,7,2,18,0,0,0,0,0,0,0
2017-02,California,56533,0,44363,24987,2898,0,128781,0,0,0,0,0,0,0,0,0,0,0
2017-02,Colorado,6447,0,20958,13477,1235,1240,43357,0,0,0,0,185,30,2,0,0,0,217
2017-02,Connecticut,6436,0,6445,2187,138,0,15206,1,2,0,3,0,0,0,0,0,0,0
2017-02,Delaware,692,0,2342,1663,64,102,4863,66,22,2,90,0,0,0,2,1,0,3
2017-02,District of Columbia,25,0,65,1,0,2,93,0,0,0,0,0,0,0,0,0,0,0
2017-02,Florida,23617,0,59201,23479,2928,2187,111412,6,1,0,7,262,35,1,0,1,0,299
2017-02,Georgia,18666,0,19007,9334,454,863,48324,35,15,0,50,0,0,0,0,0,1,1
2017-02,Hawaii,1035,0,0,0,0,0,1035,0,0,0,0,0,2,0,0,0,0,2
2017-02,Idaho,5342,4,4051,3904,230,227,13758,6,17,0,23,27,9,0,0,1,0,37
2017-02,Illinois,11166,87476,27418,12635,0,1002,139697,0,0,0,0,0,0,0,0,0,0,0
2017-02,Indiana,92422,0,27343,13221,1288,814,135088,58,30,5,93,25,0,2,6,4,0,37
2017-02,Iowa,12039,66,318,2403,34,12,14872,2,12,0,14,25,19,0,0,0,0,44
2017-02,Kansas,3179,13,8082,5501,511,430,17716,13,9,0,22,23,5,2,0,0,0,30
2017-02,Kentucky,283492,0,14975,8636,253,1044,308400,28,17,0,45,1,0,0,0,0,3,4
2017-02,Louisiana,3184,0,12698,7601,846,668,24997,12,7,2,21,0,0,0,1,1,0,2
2017-02,Maine,696,0,3758,2544,227,169,7394,9,2,0,11,11,19,0,0,0,0,30
2017-02,Maryland,3812,0,4925,5534,213,45,14529,0,11,3,14,34,12,0,0,0,2,48
2017-02,Massachusetts,8255,0,6280,2901,404,156,17996,78,31,15,124,2,0,0,2,1,1,6
2017-02,Michigan,21600,23,15564,9804,553,263,47807,25,15,1,41,145,24,2,1,1,0,173
2017-02,Minnesota,38315,0,12047,9641,791,375,61169,23,23,2,48,8,10,0,0,1,0,19
2017-02,Mississippi,1966,0,11285,6045,279,580,20155,20,14,0,34,0,0,0,0,1,0,1
2017-02,Missouri,1001,0,26726,16012,1393,1477,46609,71,55,8,134,146,20,0,3,3,0,172
2017-02,Montana,1911,0,2912,3429,177,309,8738,7,10,2,19,19,9,0,0,2,0,30
2017-02,Nebraska,4867,19,171,1937,19,6,7019,0,4,0,4,8,0,0,0,0,0,8
2017-02,Nevada,2158,0,5644,2732,301,308,11143,0,0,0,0,0,0,0,0,0,0,0
2017-02,New Hampshire,2855,0,6092,3098,156,2,12203,0,4,0,4,51,5,0,0,0,0,56
2017-02,New Jersey,0,0,5904,3481,216,0,9601,0,0,0,0,0,0,0,0,0,0,0
2017-02,New Mexico,1230,0,7032,4632,400,509,13803,12,12,2,26,45,0,0,0,4,0,49
2017-02,New York,2794,1340,11465,14080,1128,179,30986,486,304,30,820,11,18,0,11,12,3,55
2017-02,North Carolina,29573,0,1410,13488,780,415,45666,13,56,3,72,0,0,0,1,1,2,4
2017-02,North Dakota,1764,0,1807,2213,83,77,5944,6,10,1,17,0,0,0,0,1,0,1
2017-02,Ohio,12784,58,36244,18068,2030,1583,70767,51,23,6,80,28,3,1,1,2,1,36
2017-02,Oklahoma,0,0,14051,9769,933,1211,25964,29,30,2,61,0,0,0,0,2,0,2
2017-02,Oregon,972,0,16425,11726,0,0,29123,0,0,0,0,45,14,1,0,0,0,60
2017-02,Pennsylvania,27792,0,54107,12734,37,0,94670,0,0,0,0,553,125,2,0,0,0,680
2017-02,Rhode Island,0,0,1278,731,94,209,2312,9,8,0,17,4,0,2,2,3,0,11
